"","Date","Site.Name","COUNTY","mean_lat","mean_long","Month","Year","PM2.5 - Local Conditions","Ozone","Acceptable PM2.5 AQI & Speciation Mass"
"85",2020-01-08,"Bryson City","Swain",35.434767,-83.442133,1,2020,71,NA,NA
"86",2020-01-08,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,11,NA,NA
"87",2020-01-08,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,52,NA,NA
"88",2020-01-08,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,34.5,NA,NA
"89",2020-01-08,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,42,3
"90",2020-01-08,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,53,24,NA
"91",2020-01-08,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,40,NA,NA
"92",2020-01-08,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,40
"93",2020-01-08,"Linville Falls","Avery",35.972347,-81.933072,1,2020,NA,NA,22
"94",2020-01-08,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,44,NA,NA
"95",2020-01-08,"Millbrook School","Wake",35.856111,-78.574167,1,2020,42.5,30,NA
"96",2020-01-08,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,27,NA,35
"97",2020-01-08,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,38,38,NA
"98",2020-01-09,"Bryson City","Swain",35.434767,-83.442133,1,2020,78,NA,NA
"99",2020-01-09,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,20,NA,NA
"100",2020-01-09,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,60,NA,NA
"101",2020-01-09,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,49,NA,NA
"102",2020-01-09,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,38,NA
"103",2020-01-09,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,53,31,NA
"104",2020-01-09,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,54,NA,NA
"105",2020-01-09,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,19
"106",2020-01-09,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,43,NA,NA
"107",2020-01-09,"Millbrook School","Wake",35.856111,-78.574167,1,2020,35,32,NA
"108",2020-01-09,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,NA,NA,31
"109",2020-01-09,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,43,35,NA
"110",2020-01-10,"Bryson City","Swain",35.434767,-83.442133,1,2020,56,NA,NA
"111",2020-01-10,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,14,NA,NA
"112",2020-01-10,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,39,NA,NA
"113",2020-01-10,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,39,NA,NA
"114",2020-01-10,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,45,NA
"115",2020-01-10,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,38,28,NA
"116",2020-01-10,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,32,NA,NA
"117",2020-01-10,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,35
"118",2020-01-10,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,29,NA,NA
"119",2020-01-10,"Millbrook School","Wake",35.856111,-78.574167,1,2020,22,30,NA
"120",2020-01-10,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,NA,NA,37
"121",2020-01-10,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,35,27,NA
"122",2020-01-11,"Bryson City","Swain",35.434767,-83.442133,1,2020,17,NA,NA
"123",2020-01-11,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,12,NA,NA
"124",2020-01-11,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,59,NA,NA
"125",2020-01-11,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,43.5,NA,NA
"126",2020-01-11,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,51,0
"127",2020-01-11,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,35,27.5,NA
"128",2020-01-11,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,48.5,NA,NA
"129",2020-01-11,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,34
"130",2020-01-11,"Linville Falls","Avery",35.972347,-81.933072,1,2020,NA,NA,3
"131",2020-01-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,55,NA,NA
"132",2020-01-11,"Millbrook School","Wake",35.856111,-78.574167,1,2020,23,27,NA
"133",2020-01-11,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,24,NA,31
"134",2020-01-11,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,41,29,NA
"135",2020-01-12,"Bryson City","Swain",35.434767,-83.442133,1,2020,10,NA,NA
"136",2020-01-12,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,0,NA,NA
"137",2020-01-12,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,23,NA,NA
"138",2020-01-12,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,5,NA,NA
"139",2020-01-12,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,37,NA
"140",2020-01-12,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,20,30,NA
"141",2020-01-12,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,23,NA,NA
"142",2020-01-12,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,8
"143",2020-01-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,15,NA,NA
"144",2020-01-12,"Millbrook School","Wake",35.856111,-78.574167,1,2020,0,32,NA
"145",2020-01-12,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,NA,NA,12
"146",2020-01-12,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,13,30,NA
"147",2020-01-13,"Bryson City","Swain",35.434767,-83.442133,1,2020,18,NA,NA
"148",2020-01-13,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,10,NA,NA
"149",2020-01-13,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,10,NA,NA
"150",2020-01-13,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,20,NA,NA
"151",2020-01-13,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,36,NA
"152",2020-01-13,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,15,27.5,NA
"153",2020-01-13,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,10,NA,NA
"154",2020-01-13,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,0
"155",2020-01-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,12,NA,NA
"156",2020-01-13,"Millbrook School","Wake",35.856111,-78.574167,1,2020,24,30.5,NA
"157",2020-01-13,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,NA,NA,3
"158",2020-01-13,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,8,29,NA
"159",2020-01-14,"Bryson City","Swain",35.434767,-83.442133,1,2020,28,NA,NA
"160",2020-01-14,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,10,NA,NA
"161",2020-01-14,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,25,NA,NA
"162",2020-01-14,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,20,NA,NA
"163",2020-01-14,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,28,6
"164",2020-01-14,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,26.5,25.5,NA
"165",2020-01-14,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,20.3333333333333,NA,NA
"166",2020-01-14,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,10
"167",2020-01-14,"Linville Falls","Avery",35.972347,-81.933072,1,2020,NA,NA,10
"168",2020-01-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,22,NA,NA
"169",2020-01-14,"Millbrook School","Wake",35.856111,-78.574167,1,2020,19.5,29,NA
"170",2020-01-14,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,12,NA,19
"171",2020-01-14,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,15,29,NA
"172",2020-01-15,"Bryson City","Swain",35.434767,-83.442133,1,2020,43,NA,NA
"173",2020-01-15,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,21,NA,NA
"174",2020-01-15,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,30,NA,NA
"175",2020-01-15,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,44,NA,NA
"176",2020-01-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,44,NA
"177",2020-01-15,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,43,24.5,NA
"178",2020-01-15,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,30,NA,NA
"179",2020-01-15,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,24
"180",2020-01-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,40,NA,NA
"181",2020-01-15,"Millbrook School","Wake",35.856111,-78.574167,1,2020,35,22,NA
"182",2020-01-15,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,NA,NA,30
"183",2020-01-15,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,35,23,NA
"184",2020-01-16,"Bryson City","Swain",35.434767,-83.442133,1,2020,52,NA,NA
"185",2020-01-16,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,20,NA,NA
"186",2020-01-16,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,69,NA,NA
"187",2020-01-16,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,60,NA,NA
"188",2020-01-16,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,44,NA
"189",2020-01-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,61,27.5,NA
"190",2020-01-16,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,68,NA,NA
"191",2020-01-16,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,29
"192",2020-01-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,70,NA,NA
"193",2020-01-16,"Millbrook School","Wake",35.856111,-78.574167,1,2020,58,25.5,NA
"194",2020-01-16,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,NA,NA,37
"195",2020-01-16,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,53,31,NA
"196",2020-01-17,"Bryson City","Swain",35.434767,-83.442133,1,2020,37,NA,NA
"197",2020-01-17,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,24,NA,NA
"198",2020-01-17,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,55,NA,NA
"199",2020-01-17,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,54.5,NA,NA
"200",2020-01-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,40,15
"201",2020-01-17,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,40.5,24,NA
"202",2020-01-17,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,47.5,NA,NA
"203",2020-01-17,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,38
"204",2020-01-17,"Linville Falls","Avery",35.972347,-81.933072,1,2020,NA,NA,19
"205",2020-01-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,51,NA,NA
"206",2020-01-17,"Millbrook School","Wake",35.856111,-78.574167,1,2020,56,27,NA
"207",2020-01-17,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,47,NA,50
"208",2020-01-17,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,66,26,NA
"209",2020-01-18,"Bryson City","Swain",35.434767,-83.442133,1,2020,48,NA,NA
"210",2020-01-18,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,30,NA,NA
"211",2020-01-18,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,40,NA,NA
"212",2020-01-18,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,45,NA,NA
"213",2020-01-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,31,NA
"214",2020-01-18,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,40,22.5,NA
"215",2020-01-18,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,35,NA,NA
"216",2020-01-18,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,31
"217",2020-01-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,34,NA,NA
"218",2020-01-18,"Millbrook School","Wake",35.856111,-78.574167,1,2020,54,31,NA
"219",2020-01-18,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,NA,NA,38
"220",2020-01-18,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,50,27,NA
"221",2020-01-19,"Bryson City","Swain",35.434767,-83.442133,1,2020,52,NA,NA
"222",2020-01-19,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,54,NA,NA
"223",2020-01-19,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,57,NA,NA
"224",2020-01-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,36,NA
"225",2020-01-19,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,49,28.5,NA
"226",2020-01-19,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,43,NA,NA
"227",2020-01-19,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,25
"228",2020-01-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,37,NA,NA
"229",2020-01-19,"Millbrook School","Wake",35.856111,-78.574167,1,2020,55,32.5,NA
"230",2020-01-19,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,NA,NA,34
"231",2020-01-19,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,42,32,NA
"232",2020-01-20,"Bryson City","Swain",35.434767,-83.442133,1,2020,51,NA,NA
"233",2020-01-20,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,21,NA,NA
"234",2020-01-20,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,63,NA,NA
"235",2020-01-20,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,45,NA,NA
"236",2020-01-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,40,6
"237",2020-01-20,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,43,32,NA
"238",2020-01-20,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,36,NA,NA
"239",2020-01-20,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,28
"240",2020-01-20,"Linville Falls","Avery",35.972347,-81.933072,1,2020,NA,NA,8
"241",2020-01-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,38,NA,NA
"242",2020-01-20,"Millbrook School","Wake",35.856111,-78.574167,1,2020,50,35,NA
"243",2020-01-20,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,35,NA,47
"244",2020-01-20,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,40,35,NA
"245",2020-01-21,"Bryson City","Swain",35.434767,-83.442133,1,2020,50,NA,NA
"246",2020-01-21,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,48,NA,NA
"247",2020-01-21,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,44,NA,NA
"248",2020-01-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,44,NA
"249",2020-01-21,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,53,34,NA
"250",2020-01-21,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,49,NA,NA
"251",2020-01-21,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,22
"252",2020-01-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,34,NA,NA
"253",2020-01-21,"Millbrook School","Wake",35.856111,-78.574167,1,2020,51,35.5,NA
"254",2020-01-21,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,NA,NA,35
"255",2020-01-21,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,43,36,NA
"256",2020-01-22,"Bryson City","Swain",35.434767,-83.442133,1,2020,48,NA,NA
"257",2020-01-22,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,25,NA,NA
"258",2020-01-22,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,58,NA,NA
"259",2020-01-22,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,59,NA,NA
"260",2020-01-22,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,57,34,NA
"261",2020-01-22,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,52,NA,NA
"262",2020-01-22,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,40
"263",2020-01-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,51,NA,NA
"264",2020-01-22,"Millbrook School","Wake",35.856111,-78.574167,1,2020,59,32,NA
"265",2020-01-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,NA,NA,39
"266",2020-01-22,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,57,NA,NA
"267",2020-01-23,"Bryson City","Swain",35.434767,-83.442133,1,2020,17,NA,NA
"268",2020-01-23,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,8,NA,NA
"269",2020-01-23,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,25,NA,NA
"270",2020-01-23,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,18.5,NA,NA
"271",2020-01-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,NA,37,11
"272",2020-01-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,15.5,33.5,NA
"273",2020-01-23,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,20,NA,NA
"274",2020-01-23,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,NA,NA,13
"275",2020-01-23,"Linville Falls","Avery",35.972347,-81.933072,1,2020,NA,NA,10
"276",2020-01-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,19,NA,NA
"277",2020-01-23,"Millbrook School","Wake",35.856111,-78.574167,1,2020,20.5,36,NA
"278",2020-01-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,15,NA,17
"279",2020-01-23,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,15,37,NA
"280",2020-01-24,"Bryson City","Swain",35.434767,-83.442133,1,2020,18,NA,NA
